cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2021,9327144,2,199505,25 a 29 Años,2019,1,20210504,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,651,Tecnico en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,San Antonio,San Antonio,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,5,1,5,26,24,0,1.0,True,Oportuna,Mujer,2019,False,False,False,False,False
2024,20588397,2,198901,35 a 39 Años,2022,1,20240304,Universidades,Universidades Cruch,93,Universidad Catolica de la Santisima Concepcion,3,Contador Auditor,Pregrado,Profesional con Licenciatura,Carreras Profesionales,4,0,4,Biobío,Concepcion,Concepcion,Semipresencial,Semipresencial,Plan Especial,Administración y Comercio,Contador Auditor,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,3,1,5,35,33,1,1.25,False,Rezago leve,Mujer,2022,False,False,False,False,False
2024,745471,2,200002,20 a 24 Años,2019,1,20240909,Universidades,Universidades Cruch,3,Universidad Diego Portales,2,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,9,2,12,24,19,2,1.2,False,Rezago leve,Mujer,2019,False,False,False,False,False
2022,8420133,2,199607,25 a 29 Años,2018,1,20221226,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,18,Trabajo Social,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,A Distancia,No Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2022,12,2,10,26,22,2,1.25,False,Rezago leve,Mujer,2018,True,False,False,False,False
2023,16773206,1,199112,30 a 34 Años,2013,1,20230809,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,176,Construccion Civil,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Renca,Vespertina,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2023,8,2,22,31,22,14,2.75,False,Rezago severo,Hombre,2013,False,False,False,False,False
2022,23274127,2,199411,25 a 29 Años,2020,1,20230106,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,79,Tecnico en Educacion Especial,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Arica y Parinacota,Arica,Arica,Diurna,Presencial,Plan Regular,Educación,Técnico Asistente del Educador Diferencial,Educación,Educación,2023,1,1,7,28,26,2,1.4,False,Rezago leve,Mujer,2020,False,False,False,False,False
2024,21863833,2,200312,20 a 24 Años,2022,1,20240315,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,36,Tecnico en Enfermeria Mencion Ginecobstetricia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2024,3,1,5,20,19,0,1.0,True,Oportuna,Mujer,2022,False,False,False,False,False
2024,4236461,1,198607,35 a 39 Años,2022,1,20240826,Institutos Profesionales,Institutos Profesionales,139,Ip Dr. Virginio Gomez G.,50,Ingenieria de Ejecucion Mecanica-Pe,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,5,0,5,Biobío,Concepcion,Concepcion,Vespertina,Presencial,Plan Especial,Tecnología,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,8,2,6,38,36,1,1.2,False,Rezago leve,Hombre,2022,False,False,False,False,False
2024,3538217,2,200311,20 a 24 Años,2022,1,20240702,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,59,Tecnico en Cosmetologia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Técnico en Peluquería y Estética,Servicios,Servicios Personales,2024,7,1,5,20,19,0,1.0,True,Oportuna,Mujer,2022,False,False,False,False,False
2022,18813758,2,198212,35 a 39 Años,2021,2,20221202,Institutos Profesionales,Institutos Profesionales,176,Ip del Valle Central,41,Tecnico de Nivel Superior en Educacion Parvularia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Semipresencial,Semipresencial,Plan Especial,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2022,12,2,3,40,39,-2,0.6,True,Oportuna,Mujer,2021,False,False,False,False,False
2021,3489514,1,199609,20 a 24 Años,2016,1,20210824,Universidades,Universidades Privadas,45,Universidad del Desarrollo,24,Publicidad,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Ciencias Sociales,Publicidad,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,8,2,12,24,20,4,1.5,False,Rezago moderado,Hombre,2016,False,False,False,False,False
2023,11353396,1,199106,30 a 34 Años,2019,1,20231222,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,2,Publicidad,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Ciencias Sociales,Publicidad,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,12,2,10,32,28,2,1.25,False,Rezago leve,Hombre,2019,False,False,False,False,False
2023,8845092,1,199805,25 a 29 Años,2016,1,20231012,Universidades,Universidades Cruch,88,Universidad Tecnica Federico Santa Maria,14,Ingenieria Civil Industrial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,0,11,Metropolitana,Santiago,Vitacura,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,10,2,16,25,18,5,1.455,False,Rezago severo,Hombre,2016,False,False,False,False,False
2022,7458121,2,197602,40 y Más Años,2018,1,20220923,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,113,Ingenieria de Ejecucion en Administracion de Empresas Mencion Recursos Humanos,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,9,2,10,46,42,2,1.25,False,Rezago leve,Mujer,2018,False,False,False,False,False
2023,22589756,2,199611,25 a 29 Años,2017,1,20231120,Universidades,Universidades Privadas,39,Universidad San Sebastian,123,Ingenieria en Expediciones y Ecoturismo,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración Turística y Hotelera,Servicios,Servicios Personales,2023,11,2,14,27,21,6,1.75,False,Rezago severo,Mujer,2017,False,False,False,False,False
2025,9626842,2,197101,40 y Más Años,2020,1,20250430,Universidades,Universidades Privadas,26,"Universidad de Artes, Ciencias y Comunicacion - Uniacc",84,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Providencia,Semipresencial,Semipresencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2025,4,1,11,54,49,1,1.1,False,Rezago leve,Mujer,2020,False,False,False,False,False
2024,7894713,1,199708,25 a 29 Años,2021,1,20240726,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,58,Tecnico en Mecanica Automotriz y Autotronica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,San Joaquin,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,7,1,7,26,24,2,1.4,False,Rezago leve,Hombre,2021,False,False,False,False,False
2021,22445977,2,199311,25 a 29 Años,2019,1,20210805,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,73,Administracion Hotelera,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Turismo y Hotelería,Servicios,Servicios Personales,2021,8,2,6,27,26,1,1.2,False,Rezago leve,Mujer,2019,False,False,False,False,False
2024,2436065,2,200201,20 a 24 Años,2022,1,20240708,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,651,Tecnico en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,San Joaquin,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,7,1,5,22,20,0,1.0,True,Oportuna,Mujer,2022,False,False,False,False,False
2023,12638432,1,199701,25 a 29 Años,2016,1,20230303,Universidades,Universidades Cruch,70,Universidad de Chile,158,Medicina,Pregrado,Profesional con Licenciatura,Carreras Profesionales,14,0,14,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Medicina,Salud y Bienestar,Salud,2023,3,1,15,26,19,1,1.071,False,Rezago leve,Hombre,2016,False,False,False,False,False
2022,20004956,2,199909,20 a 24 Años,2018,1,20220503,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,73,Auditoria,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Maule,Talca,Talca,Vespertina,Presencial,Plan Regular,Administración y Comercio,Contador Auditor,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,5,1,9,22,19,1,1.125,False,Rezago leve,Mujer,2018,False,False,False,False,False
2022,9321299,2,197801,40 y Más Años,2015,1,20221027,Universidades,Universidades Privadas,68,Universidad Miguel de Cervantes,2,Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2022,10,2,16,44,37,6,1.6,False,Rezago severo,Mujer,2015,False,False,False,False,False
2024,14215564,1,199407,25 a 29 Años,2014,1,20240605,Universidades,Universidades Privadas,20,Universidad Andres Bello,22,Quimica y Farmacia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,0,11,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Salud,Química y Farmacia,Salud y Bienestar,Salud,2024,6,1,21,29,20,10,1.909,False,Rezago severo,Hombre,2014,False,False,False,False,False
2021,20009836,2,199001,30 a 34 Años,2018,1,20211110,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,83,Tecnico en Trabajo Social,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,Vespertina,Presencial,Plan Regular,Ciencias Sociales,Técnico en Servicio Social,Salud y Bienestar,Bienestar,2021,11,2,8,31,28,3,1.6,False,Rezago moderado,Mujer,2018,False,False,False,False,False
2022,15248129,2,199701,25 a 29 Años,2019,1,20220729,Centros de Formación Técnica,Centros de Formación Técnica,367,Cft San Agustin,137,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2022,7,1,7,25,22,2,1.4,False,Rezago leve,Mujer,2019,False,False,False,False,False
2021,12460264,2,199007,30 a 34 Años,2009,1,20210902,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,455,Ingenieria en Comercio Exterior Pev,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Providencia,Vespertina,Semipresencial,Plan Regular,Administración y Comercio,Ingeniería en Comercio Exterior,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,9,2,26,31,19,18,3.25,False,Rezago severo,Mujer,2009,False,False,False,False,False
2020,22106550,2,199002,30 a 34 Años,2017,1,20200320,Universidades,Universidades Privadas,17,Universidad Sek,263,Pedagogia en Educacion Diferencial con Especialidad en Discapacidad Intelectual,Pregrado,Profesional con Licenciatura,Carreras Profesionales,7,0,7,Metropolitana,Santiago,Providencia,Otra,Semipresencial,Plan Especial,Educación,Pedagogía en Educación Diferencial,Educación,Educación,2020,3,1,7,30,27,0,1.0,True,Oportuna,Mujer,2017,False,False,False,False,False
2023,6649809,1,198703,35 a 39 Años,2021,1,20230811,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,78,Electricidad Industrial Mencion Instalaciones Electricas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,La Granja,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Electricidad y Electricidad Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,8,2,6,36,34,1,1.2,False,Rezago leve,Hombre,2021,False,False,False,False,False
2023,17733711,1,199605,25 a 29 Años,2014,1,20230321,Universidades,Universidades Cruch,80,Universidad de Tarapaca,18,Profesor de Educacion Fisica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Arica y Parinacota,Arica,Arica,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Educación Física,Educación,Educación,2023,3,1,19,26,18,9,1.9,False,Rezago severo,Hombre,2014,False,False,False,False,False
2020,2243117,1,199312,25 a 29 Años,2015,1,20200324,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,219,Ingenieria de Ejecucion en Informatica Mencion Desarrollo de Sistemas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2020,3,1,11,26,22,3,1.375,False,Rezago moderado,Hombre,2015,False,False,False,False,False
2025,7851699,1,199505,30 a 34 Años,2023,1,20251223,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,89,Tecnologia en Analisis Quimico,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Macul,Diurna,Presencial,Plan Regular,Ciencias Básicas,Técnico en Química (Análisis e Industrial),"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,2025,12,2,6,30,28,1,1.2,False,Rezago leve,Hombre,2023,False,False,False,False,False
2020,20608432,2,199204,25 a 29 Años,2015,1,20200925,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,24,Ingenieria en Prevencion de Riesgos,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2020,9,2,12,28,23,4,1.5,False,Rezago moderado,Mujer,2015,False,False,False,False,False
2023,12391973,1,200104,20 a 24 Años,2019,1,20230511,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,54,Ingenieria en Automatizacion y Control Industrial,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Antofagasta,El Loa,Calama,Vespertina,Presencial,Plan Regular,Tecnología,"Ingeniería en Automatización, Instrumentación y Control","Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,5,1,9,22,18,1,1.125,False,Rezago leve,Hombre,2019,False,False,False,False,False
2021,7157869,2,199901,20 a 24 Años,2018,1,20220120,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,72,Traduccion Ingles-Español Mencion Negocios Internacionales,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Humanidades,Traducción e Interpretación,Artes y Humanidades,Idiomas,2022,1,1,9,23,19,1,1.125,False,Rezago leve,Mujer,2018,False,False,False,False,False
2025,10414152,1,200409,20 a 24 Años,2023,1,20250516,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,709,Tecnico en Ciberseguridad,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,1,4,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Tecnología,Técnico en Administración de Redes y Soporte,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2025,5,1,5,20,19,1,1.25,False,Rezago leve,Hombre,2023,True,False,False,False,False
2021,17789196,2,199105,30 a 34 Años,2011,1,20220108,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,69,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Concepcion,Talcahuano,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2022,1,1,23,30,20,13,2.3,False,Rezago severo,Mujer,2011,False,False,False,False,False
2022,24835810,2,199610,25 a 29 Años,2016,1,20220809,Universidades,Universidades Cruch,73,Universidad de Antofagasta,198,Diseño Grafico Mencion Diseño Estrategico,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Antofagasta,Antofagasta,Antofagasta,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Diseño Gráfico,Artes y Humanidades,Artes,2022,8,2,14,25,20,4,1.4,False,Rezago moderado,Mujer,2016,False,False,False,False,False
2022,7908239,1,199605,25 a 29 Años,2016,1,20220412,Universidades,Universidades Cruch,92,Universidad Catolica del Maule,150,Ingenieria en Biotecnologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Biotecnología y Bioingeniería,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,4,1,13,25,20,3,1.3,False,Rezago moderado,Hombre,2016,False,False,False,False,False
